,UMAP_1,UMAP_2,Cluster,Project Name,Link,Project Desc,Short Project Desc
31,5.2033467,1.5100431,-1,Metrics Garden Labs,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/33,"Metrics Garden Labs, an Impact Studio by LauNaMu, focuses on promoting Impact Evaluation in web3 by providing research, frameworks, resources, and workshops. By making Impact Measurement and Evaluation accessible, the project aims to support web3 projects developing Public Goods and Ecosystems. This initiative has a significant impact on the blockchain and cryptocurrency community by enabling better understanding and assessment of the social and environmental impact of projects in these sectors. With increased transparency and accountability through impact evaluation, web3 projects can attract more funding, enhance their sustainability, and contribute effectively to positive social and environmental outcomes. Overall, Metrics Garden Labs plays a crucial role in advancing the responsible development and evaluation of projects in the web3 space.","""Metrics Garden Labs: Advancing Impact Evaluation for Web3 Sustainability and Social Good."""
32,8.131143,2.1045923,-1,Switch Electric,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/26,"Switch is addressing the issue of unreliable and economically extractive electricity services in Nigeria by focusing on decentralization. The project has developed a hardware device called Maxwell for metering and peer-to-peer electricity contracts, as well as a web3 platform and metering infrastructure for tokenizing rooftop solar assets. The tokenized solar assets are represented digitally through NFTs, which provide carbon offset credits and revenue income from electricity retail proceeds to NFT holders. This innovative approach allows for greater transparency and accountability in tracking individual solar installations' performance in real-time on the blockchain. Furthermore, by tokenizing these assets, Switch enables smaller investors to participate in solar energy projects, promoting wider access to clean energy solutions.","Switch project in Nigeria decentralizes electricity with Maxwell device, NFT-based solar asset tokenization for wider access to clean energy."
33,4.6996007,2.0493608,-1,Kokonut Foundation,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/31,"The Kokonut Foundation addresses the challenge of unstable funding faced by non-profit organizations worldwide. It aims to create Purpose-based Natural Assets using the Kokonut Framework to provide sustainable financial support and ensure essential services to vulnerable populations. The project seeks seed funding to establish local entities, integrate decentralized governance, form NGO partnerships, and launch pilot projects within a 24-month plan. Key personnel include leaders with expertise in organizational leadership, technology, community development, and gender policies. Partnerships with NGOs and blockchain organizations are crucial for designing purpose-based plantations and establishing reliable funding sources. The project anticipates short-term impacts such as stabilized funding and innovative partnerships, while long-term impacts include sustained resilience, economic progress, and community empowerment. Evaluation will involve monitoring success metrics at both the blockchain and real-world layers through community-run DAOs and NGO assessments. The Kokonut Foundation operates as a distinct entity within the Kokonut Network ecosystem with a mission to create sustainable funding streams for community development.",Creating Purpose-based Natural Assets for sustainable funding in non-profits through the Kokonut Framework and NGO partnerships.
34,5.38489,2.9443808,-1,CriptoBahia,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/32,"The emergence of CriptoBahia stemmed from web3 workshops held by the Blockchain na Escola project in Bahia, leading to a collaborative space for innovation. With support from Optimism via the Blockchain na Escola project, resources in OP cryptocurrency were allocated to develop CriptoBahia, facilitating its integration into the blockchain ecosystem and creation of educational materials. The growth of CriptoBahia now includes a focused Hackathon group participating in national and international events.
 
 The recent collaboration with GreenPill Brazil in Salvador gave rise to the Hackathon School CriptoBahia, a pioneering initiative in Northeast Brazil. This school aims to nurture local talents in emerging technologies, emphasizing blockchain, web3, and regenerative finance. Through its innovative curriculum and practical approach, the school fosters skill development, innovation, and problem-solving skills in its participants.
 
 With a commitment to community engagement and sustainable development, the Hackathon School CriptoBahia offers a comprehensive learning experience enriched with workshops, mentorship, and hands-on projects. The school's mission extends beyond technical education to inspire and empower individuals to contribute to socio-environmental regeneration, shaping a more innovative and sustainable future in Brazil and Latin America.","""Innovative collaboration for blockchain education and sustainable development through Hackathon School CriptoBahia in Northeast Brazil."""
35,6.9468284,-0.0541316,1,GreenPill Nigeria: Impact=Profit,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/34,"GreenPill Nigeria, as part of the GreenPill Network, aims to address regional challenges in Nigeria such as environmental issues and hyperinflation through impactful activities. By identifying needs in different regions, the project creates initiatives to combat these issues. The organization emphasizes the importance of unity and collaboration to achieve a better future, working closely with local partners and individuals. Progress and success are measured through a chain of achievements. The project strives to be a catalyst for positive change in the region, aiming to tackle issues like ""moloch"" through various initiatives. To learn more or get involved, visit the provided link.","Addressing regional challenges in Nigeria through impactful activities, fostering unity and collaboration for positive change."
36,5.953365,3.6713152,-1,Ayowecca Uganda,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/35,"The **AYOWECCA UGANDA** Community Vocational Skills Training Project aims to empower women, school dropouts, widows, and orphans in Uganda by providing vocational skills training in various areas including Web3 onboarding, computer literacy, tailoring, catering, and salon services. The lack of vocational training services has had severe economic impacts on these vulnerable groups, contributing to high levels of unemployment and poverty in the country. The objective is to reduce vulnerability and dependency among these groups, mobilize and sensitize over 12,000 individuals in Tororo and nearby areas, and provide counseling and guidance services to address psychosocial and economic issues.
 
 The current challenges faced by the project include a high demand for training among women and girls, insufficient equipment and space to accommodate all trainees, and a recent loss of funds due to a security breach. Despite these challenges, the project has made significant strides in training over 900 girls and women on making reusable sanitary towels, planting thousands of fruit trees, and engaging rural farmers in smart agricultural methods.
 
 By providing inclusive education, vocational training, and advocacy efforts, the project not only aims to empower vulnerable groups economically but also address climate change issues through sustainable agricultural practices like agroforestry and permaculture. Continuous monitoring and evaluation will ensure the project's impact on improving the lives of women, school dropouts, widows, and orphans in Uganda.","Empowering vulnerable Ugandan communities through vocational training, economic empowerment, and sustainable agricultural practices."
37,5.8196406,3.0369184,-1,Mi Costa De Oro,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/38,"The project, Onboarding Through Regenerative Finance by Web3beach, has had a profound impact on the community by instigating a transformation centered around protecting the coastlines. Through weekly beach clean-ups and a commitment to regenerative finance, the project has fostered a sense of purpose and responsibility among community members. They have integrated regenerative finance principles into daily life, from using the 1inch wallet for transactions to selling sustainable products. The project has also facilitated learning, including first aid and crafting from recycled materials, and established educational initiatives like The Little School.
 
 Moreover, the project revitalized Ocumare village, demonstrating their determination to restore ecological balance. Children are actively involved, indicating a sustainable future. The guidance of Carlos Melgar has been crucial in advancing the project's goals. The community has now graduated from onboarding and plans to manage their projects independently, focusing on growing the local crypto economy with a social and environmental impact. The project represents hope and progress in climate solutions, empowering the community towards responsible environmental stewardship for future generations.","""Regenerative finance-driven onboarding project empowers community for coastal protection, ecological restoration, and sustainable development with local crypto economy."""
38,6.8953424,3.252362,-1,Public Good Africa,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/39,"Public Good Africa is dedicated to promoting Web3 innovation in Africa by providing resources and platforms for builders in the region. The initiative aims to bridge the funding and awareness gap for African projects, enabling them to leverage Web3 technologies for societal impact. By creating a platform optimized for African builders to access funding, facilitating grant programs, and organizing community-building efforts, Public Good Africa seeks to empower developers and innovators to address pressing challenges using Web3. The funds raised will be used for platform development, grant programs, and community building and education initiatives.
 
 The impact of this project includes:
 1. Increased access to funding for African projects leveraging Web3 technologies.
 2. Greater awareness of public goods and their impact among diverse groups.
 3. Enhanced understanding among developers and builders on utilizing Web3 for societal benefit.
 4. Encouraging more involvement and support from funders and donors for African Web3 projects.
 Overall, Public Good Africa aims to catalyze innovation in Africa, contributing to the continent's development and the global evolution of Web3 technologies. Visit the Public Good Africa website and social media channels for more information and updates.","""Public Good Africa promotes Web3 innovation in Africa by providing resources and platforms for builders."""
39,6.500588,0.28565198,-1,Impact Summit,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/41,"The Impact Summit is an annual event that aims to showcase and recognize Protocols, DAOs, Projects, and Organizations in the African region that bring value, display impact, and support citizens. Through their hard work, dedication, and mission-driven approaches, these entities are helping pave the way for increased Web3 adoption on the continent. Following each event, Quadratic Funding rounds are conducted with GreenPill Nigeria to provide support to these projects in their endeavors.
 
 The project's goal is to change the narrative of the region by encouraging individuals and projects to actively participate in activities that benefit their communities. The upcoming Impact Summit 2024, scheduled for Q4, will be a 3-day event where impactful entities in the Creator, ReFi, DePin, and Educational sectors will be highlighted. By showcasing these initiatives, the event aims to inspire further engagement in public goods initiatives throughout the year. Visuals from previous events are available for viewing online.","Annual event Impact Summit recognizes and supports impactful organizations in Africa, promoting Web3 adoption and community involvement through funding rounds."
40,6.643297,-0.5580345,-1,Greenpill NYC,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/43,Greenpill NYC is a local chapter in New York focusing on running quadratic funding rounds to finance real-life public goods. The community is actively developing infrastructure and preparing to support local projects. The funds collected will be used to create a matching pool for New York's upcoming local quadratic funding round. This project aims to empower local change makers and enhance community impact by funding initiatives that benefit the public. It will drive collaboration and investment in valuable projects that address community needs and contribute to a sustainable and thriving environment in New York City. This initiative has significant potential to amplify positive change and foster a more resilient and equitable community through its support for local public goods.,"""Greenpill NYC: Empowering local change through quadratic funding for public goods in New York City."""
41,5.7342377,0.7636124,1,Hypercerts Foundation,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/45,"The project involves supporting greenpill.network in integrating and utilizing hypercerts for funding and rewarding positive impact. Hypercerts are semi-fungible tokens that track impactful work by capturing information such as contributors, scope of work, and time. This initiative aims to create a transparent and interconnected funding ecosystem where impact is valued and rewarded. By leveraging hypercerts, projects can sell impact, enable retroactive funding, and establish an open evaluation system for credible assessments.
 
 The impact of this project includes fostering innovation in funding mechanisms, ensuring impact claims are not forgotten, and promoting trust through transparent evaluation methodologies. The project has already achieved milestones such as releasing a whitepaper, building the core protocol, creating a frontend and SDK, piloting hypercerts with various platforms, and establishing collaborations within the community. Future plans include expanding to more blockchain chains, enhancing visualization tools, and collaborating with funding platforms for broader integration. The project has received support and endorsements from figures like Juan Benet and Kevin Owocki, emphasizing the importance of transparent and interoperable funding for public goods.",Supporting greenpill.network with hypercerts for funding and rewarding positive impact in a transparent ecosystem.
42,7.9543715,0.01834403,-1,DeSci Asia,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/46,"The DeSci Asia project aims to build bridges, share knowledge, and promote growth within the Decentralized Science (DeSci) communities in Asia. With over 100 active members from various countries such as Thailand, India, China, and Japan, the project focuses on connecting enthusiasts and supporting community development.
 
 In 2024, the project plans to apply for Gitcoin grants to enhance visibility and attract more DeSci advocates. Funds raised through Gitcoin will support activities such as translating and publishing DeSci articles, organizing local meetups and events, and ensuring long-term community sustainability.
 
 Key achievements include hosting in-person and virtual meetings, translating DeSci articles into Asian languages, collaborating with other DeSci projects, and participating in educational events. The project has successfully expanded its reach and engagement, fostering a supportive environment for DeSci enthusiasts in the region.","""Empowering DeSci communities in Asia through connection, knowledge-sharing, and sustainable growth with Gitcoin grants in 2024."""
43,7.0845337,-0.5292306,-1,GreenPill Japan,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/7,"GreenPill Japan is the Japan chapter of the greenpill.network, aiming to engage more Japanese individuals in the GreenPill community. The project's mission is to provide education and accessibility to PGF tech for locals, with the vision of introducing the public goods movement to Japan. They achieve this through monthly newsletters, podcast summaries, original articles, and in-person meetups. The project keeps records on platforms like Substack and Mirror.
 
 The impact of GreenPill Japan includes increased awareness and participation in the public goods movement among Japanese individuals. By providing educational resources and facilitating community engagement through various mediums, the project contributes to the growth of a more informed and involved population in Japan regarding PGF tech and public goods initiatives.","""GreenPill Japan promotes public goods movement in Japan by educating and engaging locals through various platforms and activities."""
